*SOIL NITROGEN DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 03, 2016; 15:38:59

*RUN   1        : UYMZ                    
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : UYMZ0134 MZ    late to create DSS                             
 TREATMENT  1   : UYMZ                    

@YEAR DOY   DAS  NAPC  NI#M    NLCC   NIAD    NOAD   NITD   NHTD  NI1D  NI2D  NI3D  NI4D  NI5D  NI6D  NI7D  NI8D  NI9D  NI10  NH1D  NH2D  NH3D  NH4D  NH5D  NH6D  NH7D  NH8D  NH9D  NH10    NMNC    NITC    NDNC    NIMC    AMLC
 1992 260    48     1     1     0.0  116.8   16622  103.2   13.6   5.7  14.3  23.0  12.5   6.4   0.8   1.4   1.3   0.0   0.0   0.1   0.5   1.0   0.6   0.6  1.61  0.61  0.39  0.00  0.00   24.23   34.54    0.00    0.00    0.48
 1992 261    49     1     1     0.0  116.7   16621  103.2   13.5   5.9  14.1  22.8  12.6   6.4   0.9   1.4   1.3   0.0   0.0   0.1   0.5   1.0   0.6   0.6  1.61  0.60  0.38  0.00  0.00   24.78   35.13    0.00    0.00    0.48
 1992 262    50     1     1     0.0  116.3   16621  102.9   13.5   6.1  13.9  22.4  12.7   6.4   0.9   1.5   1.4   0.0   0.0   0.1   0.5   1.0   0.6   0.6  1.61  0.59  0.38  0.00  0.00   25.36   35.74    0.00    0.00    0.49
 1992 263    51     1     1     0.0  115.0   16620  101.6   13.4   6.1  13.5  21.8  12.7   6.4   0.9   1.5   1.4   0.0   0.0   0.1   0.5   1.0   0.6   0.6  1.61  0.59  0.37  0.00  0.00   25.94   36.36    0.00    0.00    0.49
 1992 264    52     1     1     0.0  114.5   16620  101.2   13.4   6.3  13.3  21.4  12.7   6.5   0.9   1.5   1.4   0.0   0.0   0.1   0.5   1.0   0.6   0.6  1.62  0.58  0.36  0.00  0.00   26.53   36.97    0.00    0.00    0.49
 1992 265    53     1     1     0.0  114.1   16619  100.8   13.3   6.4  13.1  21.2  12.7   6.5   0.9   1.5   1.4   0.0   0.0   0.1   0.5   1.0   0.6   0.6  1.62  0.57  0.35  0.00  0.00   27.12   37.60    0.00    0.00    0.49
 1992 266    54     1     1     0.0  113.4   16618  100.1   13.2   5.3  13.5  20.8  12.7   6.5   1.0   1.5   1.4   0.0   0.0   0.1   0.5   1.0   0.6   0.6  1.62  0.57  0.34  0.00  0.00   27.73   38.25    0.00    0.00    0.50
 1992 267    55     1     1     0.0  112.6   16618   99.4   13.2   3.7  13.1  21.1  12.7   6.6   1.0   1.6   1.4   0.0   0.0   0.2   0.5   1.0   0.6   0.6  1.62  0.56  0.34  0.00  0.00   28.31   38.80    0.00    0.00    0.52
 1992 268    56     1     1     0.0  112.1   16617   98.8   13.2   3.8  12.6  21.0  12.7   6.6   1.0   1.6   1.4   0.0   0.0   0.1   0.6   1.0   0.6   0.6  1.62  0.55  0.33  0.00  0.00   28.88   39.31    0.00    0.00    0.55
 1992 269    57     1     1     0.0  112.3   16617   99.1   13.2   2.5  11.0  21.7  13.3   6.6   1.0   1.6   1.4   0.0   0.0   0.1   0.6   1.0   0.6   0.6  1.62  0.55  0.32  0.00  0.00   29.44   39.87    0.00    0.00    0.57
 1992 270    58     1     1     0.0  110.9   16616   97.6   13.4   2.4  10.5  20.7  13.6   6.6   1.0   1.6   1.5   0.0   0.0   0.1   0.6   1.1   0.6   0.6  1.63  0.54  0.32  0.00  0.00   29.95   40.20    0.00    0.00    0.59
 1992 271    59    57     2     0.0  166.3   16616  125.0   41.2  53.1  10.3  20.3  13.6   6.7   1.0   1.6   1.5   0.0   0.0  50.3   0.6   1.1   0.6   0.6  1.63  0.54  0.31  0.00  0.00   30.38   40.57    0.00    0.00    0.70
 1992 272    60    57     2     0.0  166.6   16615  141.8   24.8  82.7  10.3  20.4  13.6   6.7   1.1   1.6   1.5   0.0   0.0  20.8   0.6   1.1   0.6   0.6  1.63  0.53  0.31  0.00  0.00   30.83   57.31    0.00    0.00    0.79
 1992 273    61   115     3     0.0  225.0   16615  178.4   46.5 148.1  10.3  20.4  13.6   6.8   1.1   1.6   1.5   0.0   0.0  60.0   0.6   1.1   0.6   0.6  1.63  0.53  0.30  0.00  0.00   31.30   64.87    0.00    0.00    0.92
 1992 274    62   115     3     0.0  222.6   16614  200.1   22.5 188.1  10.1  20.2  13.6   6.8   1.1   1.7   1.5   0.0   0.0  16.8   0.6   1.1   0.6   0.6  1.63  0.52  0.29  0.00  0.00   31.81   88.71    0.00    0.00    1.00
 1992 275    63   115     3     0.0  221.1   16614  206.6   14.5 200.2  10.1  20.0  13.5   6.9   1.1   1.7   1.5   0.0   0.0   2.4   0.5   1.1   0.6   0.6  1.63  0.52  0.29  0.00  0.00   32.39   97.14    0.00    0.00    1.04
 1992 276    64   115     3     0.0  220.5   16613  207.3   13.1 201.3  10.1  19.9  13.5   6.9   1.1   1.7   1.5   0.0   0.0   0.0   0.5   1.1   0.6   0.6  1.63  0.51  0.28  0.00  0.00   33.01   99.04    0.00    0.00    1.08
 1992 277    65   115     3     0.0  219.2   16612  206.1   13.1 199.3  10.1  19.8  13.5   7.0   1.2   1.7   1.5   0.0   0.0   0.1   0.5   1.1   0.6   0.6  1.63  0.51  0.28  0.00  0.00   33.65   99.67    0.00    0.00    1.11
 1992 278    66   115     3     0.0  217.4   16612  204.3   13.1 196.5  10.0  19.6  13.5   7.0   1.2   1.7   1.5   0.0   0.0   0.1   0.5   1.1   0.6   0.6  1.64  0.50  0.27  0.00  0.00   34.28  100.30    0.00    0.00    1.12
 1992 279    67   115     3     0.0  215.6   16611  202.5   13.0 193.8  10.0  19.4  13.4   7.0   1.2   1.7   1.5   0.0   0.0   0.1   0.5   1.1   0.6   0.6  1.64  0.50  0.27  0.00  0.00   34.92  100.95    0.00    0.00    1.14
 1992 280    68   115     3     0.0  215.2   16611  202.2   13.0 158.0  27.5  19.3  13.4   7.1   1.2   1.8   1.5   0.0   0.0   0.1   0.5   1.1   0.6   0.6  1.64  0.49  0.26  0.00  0.00   35.51  101.55    0.00    0.00    1.16
 1992 281    69   115     3     0.0  212.4   16610  199.4   13.0 151.2  28.6  19.1  13.4   7.1   1.2   1.8   1.6   0.0   0.0   0.1   0.5   1.1   0.6   0.6  1.64  0.49  0.26  0.00  0.00   36.07  102.10    0.00    0.00    1.18
 1992 282    70   115     3     0.0  211.6   16609  198.7   12.9 150.1  28.4  19.1  13.4   7.1   1.2   1.8   1.6   0.0   0.0   0.1   0.5   1.1   0.6   0.6  1.64  0.49  0.26  0.00  0.00   36.61  102.63    0.00    0.00    1.20
 1992 283    71   115     3     0.0  210.5   16609  197.5   12.9 148.6  28.2  19.0  13.3   7.1   1.3   1.8   1.6   0.0   0.0   0.1   0.5   1.1   0.6   0.6  1.64  0.48  0.25  0.00  0.00   37.13  103.15    0.00    0.00    1.20
 1992 284    72   115     3     0.0  208.9   16608  196.0   12.9 146.8  28.0  18.8  13.3   7.1   1.3   1.8   1.6   0.0   0.0   0.1   0.5   1.1   0.6   0.6  1.64  0.48  0.25  0.00  0.00   37.62  103.66    0.00    0.00    1.20
 1992 285    73   115     3     0.0  206.2   16608  193.3   12.8 143.9  27.5  18.5  13.2   7.1   1.3   1.8   1.6   0.0   0.0   0.1   0.5   1.0   0.6   0.6  1.65  0.47  0.24  0.00  0.00   38.12  104.20    0.00    0.00    1.20
 1992 286    74   115     3     0.0  204.1   16607  191.3   12.8 141.7  27.1  18.3  13.2   7.1   1.3   1.8   1.6   0.0   0.0   0.1   0.5   1.0   0.6   0.6  1.65  0.47  0.24  0.00  0.00   38.65  104.77    0.00    0.00    1.21
 1992 287    75   115     3     0.0  200.4   16607  187.7   12.7  64.7  53.8  24.1  13.1   7.0   1.3   1.9   1.6   0.0   0.0   0.1   0.4   1.0   0.6   0.6  1.65  0.47  0.24  0.00  0.00   39.20  105.38    0.00    0.00    1.21
 1992 288    76   115     3     0.0  197.0   16606  184.2   12.8  62.8  51.4  24.3  13.0   7.0   1.4   1.9   1.6   0.0   0.0   0.1   0.6   1.0   0.6   0.6  1.65  0.46  0.23  0.00  0.00   39.87  105.91    0.00    0.00    1.21
 1992 289    77   115     3     0.0  193.2   16606  180.5   12.7  61.0  49.6  23.9  12.9   6.9   1.4   1.9   1.6   0.0   0.0   0.1   0.5   1.0   0.6   0.6  1.65  0.46  0.23  0.00  0.00   40.58  106.64    0.00    0.00    1.24
 1992 290    78   115     3     0.0  192.6   16605  179.8   12.7  28.8  46.0  32.5  16.4   7.0   1.4   1.9   1.6   0.0   0.0   0.1   0.5   1.0   0.5   0.6  1.65  0.46  0.23  0.00  0.00   41.31  107.35    0.00    0.00    1.24
 1992 291    79   115     3     0.0  190.0   16604  176.9   13.1  27.9  44.4  31.6  16.3   7.5   1.4   1.9   1.6   0.0   0.0   0.2   0.6   1.1   0.6   0.6  1.65  0.45  0.22  0.00  0.00   42.02  107.64    0.00    0.00    1.24
 1992 292    80   115     3     0.0  185.4   16603  172.2   13.2  27.3  42.5  30.3  16.2   7.5   1.4   1.9   1.6   0.0   0.0   0.0   0.7   1.2   0.6   0.6  1.65  0.45  0.22  0.00  0.00   42.73  108.17    0.00    0.00    1.29
 1992 293    81   115     3     0.0  182.0   16603  168.8   13.1  27.1  41.0  29.5  16.0   7.4   1.5   1.9   1.7   0.0   0.0   0.1   0.7   1.2   0.6   0.6  1.66  0.45  0.22  0.00  0.00   43.41  108.87    0.00    0.00    1.29
 1992 294    82   115     3     0.0  181.5   16602  168.4   13.1  19.1  39.8  32.0  16.7   7.5   1.5   2.0   1.7   0.0   0.0   0.1   0.6   1.2   0.6   0.6  1.66  0.45  0.21  0.00  0.00   44.05  109.55    0.00    0.00    1.32
 1992 295    83   115     3     0.0  177.0   16602  163.7   13.3  18.2  38.0  30.5  16.7   7.5   1.5   2.0   1.7   0.0   0.0   0.1   0.7   1.2   0.6   0.6  1.65  0.44  0.21  0.00  0.00   44.63  109.86    0.00    0.00    1.34
 1992 296    84   115     3     0.0  173.5   16601  160.3   13.2  18.0  36.8  29.6  16.5   7.4   1.5   2.0   1.7   0.0   0.0   0.1   0.8   1.2   0.6   0.6  1.65  0.44  0.21  0.00  0.00   45.22  110.38    0.00    0.00    1.37
 1992 297    85   115     3     0.0  170.1   16601  156.9   13.1  17.8  35.5  28.6  16.3   7.4   1.5   2.0   1.7   0.0   0.0   0.1   0.7   1.2   0.6   0.6  1.65  0.44  0.21  0.00  0.00   45.82  111.02    0.00    0.00    1.39
 1992 298    86   115     3     0.0  165.5   16600  152.5   13.0  17.4  33.9  27.4  16.1   7.3   1.5   2.0   1.7   0.0   0.0   0.1   0.7   1.1   0.6   0.6  1.65  0.44  0.20  0.00  0.00   46.45  111.69    0.00    0.00    1.41
 1992 299    87   115     3     0.0  159.9   16599  147.1   12.8  16.9  32.0  26.0  15.8   7.2   1.5   2.0   1.7   0.0   0.0   0.1   0.6   1.1   0.6   0.6  1.64  0.43  0.20  0.00  0.00   47.14  112.40    0.00    0.00    1.43
 1992 300    88   115     3     0.0  158.3   16599  145.5   12.8  16.9  31.3  25.5  15.7   7.2   1.6   2.0   1.7   0.0   0.0   0.1   0.6   1.1   0.6   0.6  1.64  0.43  0.20  0.00  0.00   47.87  113.14    0.00    0.00    1.45
 1992 301    89   115     3     0.0  150.7   16598  138.1   12.6  15.9  28.9  23.6  15.3   7.0   1.6   2.0   1.7   0.0   0.0   0.1   0.5   1.0   0.6   0.5  1.63  0.43  0.20  0.00  0.00   48.62  113.91    0.00    0.00    1.47
 1992 302    90   115     3     0.0  144.0   16597  131.6   12.4  15.0  26.8  22.0  15.0   6.9   1.6   2.1   1.7   0.0   0.0   0.1   0.5   1.0   0.6   0.5  1.62  0.43  0.19  0.00  0.00   49.36  114.69    0.00    0.00    1.48
 1992 303    91   115     3     0.0  142.9   16596  130.6   12.3  15.0  26.4  21.7  14.9   6.9   1.6   2.1   1.7   0.0   0.0   0.1   0.5   1.0   0.6   0.5  1.61  0.42  0.19  0.00  0.00   50.04  115.37    0.00    0.00    1.50
 1992 304    92   115     3     0.0  138.3   16596  126.1   12.2  14.4  25.0  20.5  14.6   6.8   1.6   2.1   1.7   0.0   0.0   0.1   0.5   1.0   0.6   0.5  1.60  0.42  0.19  0.00  0.00   50.66  116.00    0.00    0.00    1.52
 1992 305    93   115     3     0.0  134.4   16595  122.3   12.1  13.8  23.8  19.6  14.4   6.7   1.6   2.1   1.7   0.0   0.0   0.1   0.4   1.0   0.5   0.5  1.59  0.42  0.19  0.00  0.00   51.24  116.59    0.00    0.00    1.54
 1992 306    94   115     3     0.0  129.9   16595  118.0   11.9   6.0  21.6  21.5  14.1   6.6   1.6   2.1   1.7   0.0   0.0   0.1   0.4   0.9   0.5   0.5  1.58  0.42  0.19  0.00  0.00   51.77  117.15    0.00    0.00    1.56
 1992 307    95   115     3     0.0  124.6   16594  112.6   11.9   5.6  19.9  20.1  13.8   6.4   1.6   2.1   1.7   0.0   0.0   0.2   0.5   0.9   0.5   0.5  1.56  0.42  0.18  0.00  0.00   52.37  117.57    0.00    0.00    1.58
 1992 308    96   115     3     0.0  117.9   16594  106.2   11.7   3.2  15.4  20.5  13.5   6.2   1.5   2.1   1.8   0.0   0.0   0.1   0.5   0.9   0.5   0.5  1.54  0.41  0.18  0.00  0.00   53.04  118.25    0.00    0.00    1.61
 1992 309    97   115     3     0.0  111.0   16593   99.1   11.9   2.9  13.8  18.2  13.2   6.0   1.5   2.1   1.8   0.0   0.0   0.2   0.6   1.0   0.5   0.5  1.51  0.41  0.18  0.00  0.00   53.72  118.58    0.00    0.00    1.62
 1992 310    98   115     3     0.0  104.2   16592   92.6   11.6   2.8  12.4  16.0  12.7   5.8   1.5   2.2   1.8   0.0   0.0   0.1   0.6   0.9   0.5   0.5  1.48  0.41  0.18  0.00  0.00   54.37  119.25    0.00    0.00    1.65
 1992 311    99   115     3     0.0  102.1   16592   90.6   11.5   2.7  12.0  15.3  12.6   5.7   1.5   2.2   1.8   0.0   0.0   0.1   0.6   0.9   0.5   0.5  1.47  0.41  0.18  0.00  0.00   54.97  119.81    0.00    0.00    1.66
 1992 312   100   115     3     0.0   98.9   16591   87.5   11.4   2.6  11.3  14.3  12.4   5.6   1.5   2.2   1.8   0.0   0.0   0.1   0.6   0.9   0.5   0.5  1.46  0.41  0.18  0.00  0.00   55.54  120.33    0.00    0.00    1.69
 1992 313   101   115     3     0.0   93.9   16591   82.7   11.3   2.4  10.2  12.9  12.0   5.4   1.4   2.2   1.8   0.0   0.0   0.1   0.5   0.9   0.5   0.5  1.44  0.41  0.17  0.00  0.00   56.06  120.82    0.00    0.00    1.71
 1992 314   102   115     3     0.0   87.8   16590   76.8   11.0   2.2   9.0  11.2  11.4   5.2   1.4   2.2   1.8   0.0   0.0   0.1   0.5   0.9   0.5   0.5  1.41  0.40  0.17  0.00  0.00   56.58  121.31    0.00    0.00    1.72
 1992 315   103   115     3     0.0   81.0   16590   70.2   10.8   1.9   7.6   9.4  10.8   4.9   1.4   2.2   1.8   0.0   0.0   0.1   0.5   0.8   0.5   0.5  1.37  0.40  0.17  0.00  0.00   57.14  121.85    0.00    0.00    1.74
 1992 316   104   115     3     0.0   80.5   16589   69.7   10.7   1.9   7.5   9.2  10.7   4.9   1.4   2.2   1.8   0.0   0.0   0.1   0.5   0.8   0.5   0.5  1.37  0.40  0.17  0.00  0.00   57.73  122.41    0.00    0.00    1.76
 1992 317   105   115     3     0.0   73.1   16589   62.7   10.4   1.6   6.1   7.4   9.9   4.6   1.3   2.2   1.8   0.0   0.0   0.1   0.5   0.8   0.5   0.5  1.33  0.40  0.17  0.00  0.00   58.33  123.01    0.00    0.00    1.78
 1992 318   106   115     3     0.0   65.8   16588   55.8   10.1   0.5   3.9   6.6   9.1   4.3   1.2   2.3   1.8   0.0   0.0   0.1   0.4   0.7   0.5   0.5  1.28  0.40  0.17  0.00  0.00   58.94  123.64    0.00    0.00    1.80
 1992 319   107   115     3     0.0   59.7   16587   49.7   10.0   0.5   3.2   5.0   8.2   3.9   1.2   2.3   1.8   0.0   0.0   0.1   0.6   0.7   0.5   0.5  1.23  0.40  0.17  0.00  0.00   59.68  124.12    0.00    0.00    1.82
 1992 320   108   115     3     0.0   55.6   16587   45.8    9.8   0.3   1.9   4.1   8.1   3.7   1.1   2.3   1.8   0.0   0.0   0.1   0.5   0.7   0.5   0.5  1.20  0.40  0.17  0.00  0.00   60.42  124.79    0.00    0.00    1.84
 1992 321   109   115     3     0.0   50.1   16586   40.2    9.9   0.3   1.3   3.1   7.0   3.2   1.0   2.3   1.8   0.0   0.0   0.2   0.6   0.8   0.5   0.5  1.13  0.39  0.16  0.00  0.00   61.22  125.12    0.00    0.00    1.86
 1992 322   110   115     3     0.0   44.8   16585   35.5    9.4   0.5   1.1   2.1   6.0   2.9   0.9   2.3   1.8   0.0   0.0   0.1   0.5   0.7   0.5   0.5  1.08  0.39  0.16  0.00  0.00   61.99  125.89    0.00    0.00    1.86
 1992 323   111   115     3     0.0   41.1   16585   32.0    9.2   0.5   0.9   1.5   5.3   2.6   0.9   2.2   1.8   0.0   0.0   0.1   0.5   0.7   0.5   0.4  1.03  0.39  0.16  0.00  0.00   62.72  126.49    0.00    0.00    1.86
 1992 324   112   115     3     0.0   37.3   16584   28.4    8.9   0.4   0.7   1.0   4.6   2.3   0.8   2.2   1.8   0.0   0.0   0.1   0.5   0.7   0.5   0.4  0.99  0.39  0.16  0.00  0.00   63.41  127.07    0.00    0.00    1.87
 1992 325   113   115     3     0.0   32.8   16583   24.2    8.6   0.4   0.4   0.5   3.7   1.9   0.7   2.0   1.8   0.0   0.0   0.1   0.5   0.6   0.5   0.4  0.93  0.39  0.16  0.00  0.00   64.09  127.63    0.00    0.00    1.87
 1992 326   114   115     3     0.0   29.4   16583   21.1    8.3   0.4   0.4   0.3   3.0   1.6   0.6   1.8   1.9   0.0   0.0   0.1   0.5   0.6   0.5   0.4  0.87  0.39  0.16  0.00  0.00   64.78  128.19    0.00    0.00    1.87
 1992 327   115   115     3     0.0   29.0   16582   20.6    8.3   0.5   0.5   0.3   2.8   1.5   0.6   1.8   1.9   0.0   0.0   0.1   0.5   0.7   0.5   0.4  0.86  0.39  0.16  0.00  0.00   65.45  128.75    0.00    0.00    1.87
 1992 328   116   115     3     0.0   25.7   16582   17.8    8.0   0.4   0.4   0.3   2.1   1.2   0.5   1.6   1.9   0.0   0.0   0.1   0.5   0.6   0.5   0.4  0.81  0.39  0.16  0.00  0.00   66.09  129.29    0.00    0.00    1.87
 1992 329   117   115     3     0.0   23.3   16581   15.5    7.7   0.4   0.4   0.3   1.6   1.0   0.4   1.4   1.9   0.0   0.0   0.1   0.5   0.6   0.5   0.4  0.76  0.39  0.16  0.00  0.00   66.68  129.80    0.00    0.00    1.88
 1992 330   118   115     3     0.0   21.3   16581   13.8    7.5   0.4   0.4   0.3   1.2   0.8   0.3   1.2   1.9   0.0   0.0   0.1   0.5   0.6   0.5   0.4  0.73  0.39  0.16  0.00  0.00   67.24  130.29    0.00    0.00    1.88
 1992 331   119   115     3     0.0   19.7   16580   12.4    7.3   0.2   0.4   0.4   1.0   0.6   0.3   1.1   1.9   0.0   0.0   0.1   0.4   0.6   0.5   0.4  0.69  0.38  0.15  0.00  0.00   67.76  130.74    0.00    0.00    1.88
 1992 332   120   115     3     0.0   18.6   16580   11.1    7.5   0.2   0.3   0.3   0.7   0.5   0.3   1.0   1.9   0.0   0.0   0.2   0.6   0.6   0.5   0.4  0.67  0.38  0.15  0.00  0.00   68.39  131.05    0.00    0.00    1.88
 1992 333   121   115     3     0.0   19.2   16579   11.7    7.5   0.4   0.4   0.4   0.8   0.5   0.3   1.0   1.9   0.0   0.0   0.1   0.6   0.6   0.5   0.4  0.68  0.38  0.15  0.00  0.00   69.06  131.65    0.00    0.00    1.88
 1992 334   122   115     3     0.0   19.9   16578   12.3    7.6   0.6   0.6   0.4   0.8   0.6   0.3   1.0   1.9   0.0   0.0   0.1   0.5   0.7   0.5   0.4  0.69  0.38  0.15  0.00  0.00   69.75  132.23    0.00    0.00    1.89
 1992 335   123   115     3     0.0   20.6   16578   12.9    7.7   0.4   0.7   0.6   0.9   0.6   0.3   1.0   1.9   0.0   0.0   0.1   0.5   0.7   0.5   0.4  0.70  0.38  0.15  0.00  0.00   70.46  132.85    0.00    0.00    1.89
 1992 336   124   115     3     0.0   21.4   16577   13.2    8.2   0.5   0.7   0.6   1.0   0.6   0.3   1.0   1.9   0.0   0.0   0.3   0.7   0.9   0.5   0.4  0.71  0.38  0.15  0.00  0.00   71.24  133.14    0.00    0.00    1.89
 1992 337   125   115     3     0.0   22.2   16576   14.0    8.2   0.8   0.9   0.7   1.0   0.6   0.3   1.0   1.9   0.0   0.0   0.1   0.6   0.9   0.5   0.4  0.72  0.38  0.15  0.00  0.00   72.02  133.96    0.00    0.00    1.89
 1992 338   126   115     3     0.0   23.0   16576   14.7    8.3   0.9   1.1   0.8   1.1   0.7   0.3   1.0   1.9   0.0   0.0   0.1   0.6   0.9   0.5   0.4  0.73  0.38  0.15  0.00  0.00   72.79  134.61    0.00    0.00    1.89
 1992 339   127   115     3     0.0   23.7   16575   15.4    8.3   1.1   1.3   1.0   1.1   0.7   0.3   1.0   1.9   0.0   0.0   0.1   0.6   1.0   0.5   0.4  0.74  0.38  0.15  0.00  0.00   73.56  135.32    0.00    0.00    1.90
 1992 340   128   115     3     0.0   24.5   16574   16.1    8.4   1.3   1.4   1.1   1.1   0.7   0.3   1.1   1.9   0.0   0.0   0.1   0.5   1.0   0.5   0.4  0.75  0.37  0.15  0.00  0.00   74.31  136.01    0.00    0.00    1.90
 1992 341   129   115     3     0.0   25.2   16574   16.8    8.5   0.8   1.5   1.4   1.3   0.8   0.3   1.1   1.9   0.0   0.0   0.1   0.5   1.0   0.5   0.4  0.75  0.37  0.15  0.00  0.00   75.05  136.70    0.00    0.00    1.90
 1992 342   130   115     3     0.0   26.0   16573   17.1    8.9   0.8   1.5   1.4   1.4   0.8   0.4   1.1   1.9   0.0   0.0   0.3   0.7   1.1   0.6   0.4  0.76  0.37  0.15  0.00  0.00   75.84  137.01    0.00    0.00    1.90
 1992 343   131   115     3     0.0   26.8   16572   18.0    8.8   1.2   1.7   1.5   1.4   0.8   0.4   1.1   1.9   0.0   0.0   0.0   0.6   1.2   0.6   0.4  0.77  0.37  0.15  0.00  0.00   76.64  137.94    0.00    0.00    1.91
 1992 344   132   115     3     0.0   27.6   16572   18.7    8.9   1.3   1.9   1.7   1.5   0.8   0.4   1.1   1.9   0.0   0.0   0.2   0.6   1.2   0.6   0.4  0.78  0.37  0.15  0.00  0.00   77.44  138.68    0.00    0.00    1.91
 1992 345   133   115     3     0.0   28.4   16571   19.5    8.9   1.5   2.1   1.8   1.5   0.9   0.4   1.1   2.0   0.0   0.0   0.1   0.5   1.2   0.6   0.4  0.79  0.37  0.15  0.00  0.00   78.22  139.47    0.00    0.00    1.91
 1992 346   134   115     3     0.0   29.2   16570   20.3    8.9   1.6   2.3   2.0   1.6   0.9   0.4   1.1   2.0   0.0   0.0   0.1   0.5   1.2   0.6   0.4  0.79  0.36  0.15  0.00  0.00   78.99  140.21    0.00    0.00    1.91
 1992 347   135   115     3     0.0   29.9   16570   21.0    8.9   1.8   2.4   2.1   1.6   0.9   0.4   1.1   2.0   0.0   0.0   0.1   0.5   1.2   0.6   0.4  0.80  0.36  0.14  0.00  0.00   79.74  140.95    0.00    0.00    1.91
 1992 348   136   115     3     0.0   30.6   16569   21.8    8.9   2.0   2.6   2.2   1.7   1.0   0.4   1.1   2.0   0.0   0.0   0.1   0.5   1.2   0.6   0.4  0.81  0.36  0.14  0.00  0.00   80.46  141.68    0.00    0.00    1.92
 1992 349   137   115     3     0.0   31.3   16568   22.5    8.8   2.2   2.8   2.4   1.7   1.0   0.4   1.1   2.0   0.0   0.0   0.1   0.5   1.1   0.6   0.4  0.81  0.36  0.14  0.00  0.00   81.16  142.43    0.00    0.00    1.92
 1992 350   138   115     3     0.0   32.0   16568   23.2    8.7   2.3   2.9   2.5   1.8   1.0   0.4   1.2   2.0   0.0   0.0   0.1   0.5   1.1   0.6   0.4  0.82  0.35  0.14  0.00  0.00   81.82  143.17    0.00    0.00    1.92
 1992 351   139   115     3     0.0   32.6   16567   24.0    8.6   1.2   3.0   3.1   1.8   1.0   0.4   1.2   2.0   0.0   0.0   0.1   0.4   1.1   0.6   0.4  0.83  0.35  0.14  0.00  0.00   82.44  143.90    0.00    0.00    1.92
 1992 352   140   115     3     0.0   33.3   16567   24.5    8.9   1.3   3.0   3.3   1.9   1.1   0.5   1.2   2.0   0.0   0.0   0.2   0.6   1.1   0.5   0.4  0.83  0.35  0.14  0.00  0.00   83.20  144.41    0.00    0.00    1.93
 1992 353   141   115     3     0.0   34.1   16566   25.4    8.7   1.6   3.2   3.5   1.9   1.1   0.5   1.2   2.0   0.0   0.0   0.0   0.5   1.1   0.5   0.4  0.84  0.35  0.14  0.00  0.00   83.96  145.32    0.00    0.00    1.93
 1992 354   142   115     3     0.0   34.8   16565   26.1    8.8   1.7   3.3   3.6   2.0   1.1   0.5   1.2   2.0   0.0   0.0   0.2   0.5   1.1   0.5   0.4  0.84  0.35  0.14  0.00  0.00   84.70  146.02    0.00    0.00    1.93
 1992 355   143   115     3     0.0   35.6   16565   26.9    8.7   2.0   3.5   3.8   2.0   1.2   0.5   1.2   2.0   0.0   0.0   0.1   0.5   1.1   0.5   0.4  0.85  0.34  0.14  0.00  0.00   85.43  146.83    0.00    0.00    1.93
