*PLANT C OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 23, 2016; 20:22:29

*RUN   1        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0398 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS   DAP   TWAD    PHAD    CMAD    CGRD    GRAD    MRAD    CHAD   CL%D   CS%D   TGNN   TGAV    GN%D    GL%D    GC%D
 2007 341   109   106   4993   24.05    1.85   12.77    5.17    2.90    1.45   16.3   37.3   24.6   18.3    6.21   19.60   33.06
 2007 342   110   107   5099   29.47    2.37   16.09    5.71    4.63    1.94   16.2   36.8   29.4   23.1    6.23   19.75   32.82
 2007 343   111   108   5226   29.13    2.42   15.22    5.85    4.59    2.00   16.0   36.3   29.0   22.9    6.24   19.88   32.63
 2007 344   112   109   5276   26.59    2.73   13.20    5.40    5.44    1.38   15.8   35.8   31.1   25.8    6.28   19.97   32.27
 2007 345   113   110   5334   27.75    2.16   14.18    6.33    3.33    1.48   15.7   35.3   22.9   19.4    6.26   19.84   32.50
 2007 346   114   111   5415   28.07    2.09   14.79    6.14    3.34    1.68   15.5   35.0   25.1   18.6    6.26   19.65   32.75
 2007 347   115   112   5480   29.50    2.46   14.61    6.45    4.68    1.69   15.4   34.5   29.5   22.3    6.25   19.76   32.66
 2007 348   116   113   5496   24.06    2.89   12.11    5.22    5.55    0.55   15.1   33.9   31.0   26.2    6.30   19.87   32.24
 2007 349   117   114   5540   23.40    2.67   12.11    5.62    4.40    0.11   14.9   33.2   26.9   23.2    6.30   19.97   32.14
 2007 350   118   115   5629   27.62    2.32   14.08    6.71    3.71    0.70   14.7   32.7   24.4   20.2    6.28   19.92   32.30
 2007 351   119   116   5729   28.84    2.42   15.20    6.54    4.20    0.97   14.5   32.2   26.7   21.1    6.27   19.93   32.36
 2007 352   120   117   5806   26.66    2.56   13.64    6.19    4.64    0.58   14.3   31.6   28.3   22.6    6.27   19.99   32.31
 2007 353   121   118   5831   27.23    2.53   13.91    6.49    4.38    0.45   14.1   31.1   26.1   22.0    6.27   20.02   32.31
 2007 354   122   119   5898   27.44    2.53   13.79    6.49    4.81    0.50   13.8   30.5   28.8   22.7    6.27   20.06   32.27
 2007 355   123   120   5931   26.92    2.78   12.91    5.94    6.47    0.49   13.6   29.8   33.0   27.0    6.30   20.10   32.01
 2007 356   124   121   5960   27.81    2.72   13.30    6.30    6.23    0.45   13.3   29.2   31.8   26.3    6.33   20.14   31.81
 2007 357   125   122   5963   21.32    2.66   10.70    4.92    5.47    0.00   13.0   28.4   30.7   25.7    6.35   20.17   31.67
 2007 358   126   123   5943   13.92    2.23    7.75    3.37    3.19    0.00   12.8   27.8   21.9   20.4    6.33   20.13   31.82
 2007 359   127   124   5973   24.00    2.36   12.01    6.00    4.39    0.00   12.6   27.1   25.3   22.5    6.32   20.16   31.84
 2007 360   128   125   6006   23.58    2.29   11.97    5.87    4.33    0.00   12.3   26.5   26.1   22.2    6.31   20.17   31.87
 2007 361   129   126   6002   15.16    2.32    8.08    3.69    4.16    0.00   12.0   25.8   26.8   23.2    6.31   20.20   31.84
 2007 362   130   127   6035   23.64    2.39   11.34    5.84    5.37    0.00   11.8   25.0   28.3   25.2    6.33   20.23   31.73
 2007 363   131   128   6076   25.11    2.29   12.07    6.06    5.60    0.00   11.5   24.3   29.7   25.3    6.34   20.25   31.64
 2007 364   132   129   6107   25.44    2.32   11.80    5.92    6.60    0.07   11.2   23.6   32.3   27.5    6.36   20.27   31.47
 2007 365   133   130   6104   25.60    2.24   11.65    5.95    6.80    0.10   10.9   22.9   33.2   27.8    6.39   20.28   31.31
 2008 001   134   131   6140   24.37    2.19   10.97    5.76    6.75    0.00   10.7   22.1   32.9   28.0    6.41   20.30   31.14
 2008 002   135   132   6176   24.51    2.09   11.05    5.93    6.39    0.00   10.4   21.4   32.0   27.1    6.43   20.31   31.03
 2008 003   136   133   6192   19.99    2.04    9.27    4.95    5.76    0.00   10.1   20.7   29.8   26.6    6.44   20.32   30.94
 2008 004   137   134   6231   23.13    1.82   10.97    6.12    4.72    0.00    9.8   20.0   26.5   23.2    6.43   20.34   30.99
 2008 005   138   135   6277   22.80    1.69   11.07    6.09    4.35    0.00    9.6   19.4   26.6   21.9    6.41   20.33   31.08
 2008 006   139   136   6303   23.01    1.68   10.74    6.04    4.87    0.00    9.4   18.7   28.4   23.2    6.41   20.34   31.12
 2008 007   140   137   6335   22.06    1.71    9.55    5.53    6.17    0.00    9.1   18.1   32.4   26.6    6.42   20.35   31.04
 2008 008   141   138   6364   20.68    1.34    8.41    4.82    6.88    0.10    8.9   17.6   34.5   28.6    6.45   20.34   30.87
 2008 009   142   139   6401   21.06    1.32    8.80    5.14    6.39    0.09    8.7   17.1   33.8   27.4    6.47   20.32   30.74
 2008 010   143   140   6441   21.55    1.15    8.54    5.01    7.06    0.12    8.6   16.7   35.3   29.1    6.49   20.32   30.62
 2008 011   144   141   6484   18.66    1.22    8.64    4.75    4.33    0.07    8.4   16.2   25.8   23.1    6.50   20.30   30.61
 2008 012   145   142   6546   21.28    1.05    9.96    6.01    3.76    0.08    8.2   15.8   25.2   20.7    6.49   20.25   30.66
 2008 013   146   143   6594   19.27    1.11    8.81    5.12    4.20    0.07    8.1   15.3   27.7   22.4    6.50   20.23   30.67
 2008 014   147   144   6637   19.28    1.19    8.44    4.91    5.11    0.06    7.9   14.8   30.5   25.2    6.51   20.22   30.62
 2008 015   148   145   6687   18.51    0.05    7.47    2.33    6.18    0.41    8.0   15.0   33.2   28.4    6.41   20.45   31.01
 2008 016   149   146   6460    8.74    1.30    4.48    1.41    3.66    0.00    7.6   13.9   25.7   23.4    6.39   20.48   31.09
 2008 017   150   147   6329   15.59    1.01    7.81    3.26    3.20    0.00    7.3   13.0   25.1   20.5    6.31   20.61   31.46
 2008 018   151   148   6183    5.88    0.88    2.96    0.93    2.64    0.00    7.0   12.1   23.6   20.9    6.31   20.60   31.48
 2008 019   152   149   6090    8.59    0.76    4.10    1.60    2.69    0.00    6.7   11.3   24.4   20.7    6.28   20.64   31.61
 2008 020   153   150   6018    7.72    0.65    3.66    1.42    2.45    0.00    6.4   10.7   24.9   19.8    6.26   20.66   31.73
 2008 021   154   151   5952    6.20    0.60    2.79    1.09    2.48    0.00    6.1   10.1   25.2   20.7    6.25   20.67   31.76
 2008 022   155   152   5891    4.47    0.53    1.93    0.66    2.34    0.00    5.9    9.5   26.3   20.3    6.25   20.66   31.78
 2008 023   156   153   5834    2.99    0.52    0.69    0.20    2.64    0.00    5.6    9.0   27.0   22.8    6.25   20.66   31.78
 2008 024   157   154   5786    2.90    0.47    0.60    0.17    2.62    0.00    5.3    8.5   27.6   22.8    6.25   20.66   31.78
 2008 025   158   155   5743    2.29    0.44    0.00    0.00    2.82    0.00    5.0    8.0   29.0   24.2    6.25   20.66   31.78
 2008 026   159   156   5706    1.46    0.41    0.00    0.00    2.55    0.00    4.8    7.6   27.3   23.3    6.25   20.66   31.78
 2008 027   160   157   5674    1.22    0.38    0.00    0.00    2.54    0.00    4.5    7.2   27.6   23.5    6.25   20.66   31.78

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 23, 2016; 20:22:29

*RUN  10        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0398 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS   DAP   TWAD    PHAD    CMAD    CGRD    GRAD    MRAD    CHAD   CL%D   CS%D   TGNN   TGAV    GN%D    GL%D    GC%D
 2008 235     3     0      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   13.5    9.0    0.00    0.00    0.00
 2008 236     4     1      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   13.9    8.3    0.00    0.00    0.00
 2008 237     5     2      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   17.4   13.8    0.00    0.00    0.00
 2008 238     6     3      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   14.3   10.3    0.00    0.00    0.00
 2008 239     7     4      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   20.4   15.7    0.00    0.00    0.00
 2008 240     8     5      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   24.4   19.4    0.00    0.00    0.00
 2008 241     9     6      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   19.9   14.3    0.00    0.00    0.00
 2008 242    10     7      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   14.8   10.6    0.00    0.00    0.00
 2008 243    11     8      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   16.3   10.9    0.00    0.00    0.00
 2008 244    12     9      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   19.4   14.2    0.00    0.00    0.00
 2008 245    13    10      7    0.00    0.00    0.00    0.00    0.00    0.00    4.0    7.9   22.9   17.7    0.00    0.00    0.00
 2008 246    14    11      8    0.10    0.00    0.06    0.02    0.01    0.00    3.9    7.8   27.0   21.9    0.00    0.00    0.00
 2008 247    15    12      8    0.03    0.00    0.02    0.01    0.00    0.00    3.9    7.7   14.2   11.9    0.00    0.00    0.00
 2008 248    16    13      8    0.04    0.00    0.03    0.01    0.00    0.00    3.9    7.7   11.4    9.8    0.00    0.00    0.00
 2008 249    17    14      8    0.01    0.00    0.01    0.00    0.00    0.00    3.9    7.7    6.9    6.0    0.00    0.00    0.00
 2008 250    18    15      8    0.01    0.00    0.01    0.00    0.00    0.00    3.9    7.7    7.2    6.3    0.00    0.00    0.00
 2008 251    19    16      8    0.03    0.00    0.02    0.01    0.00    0.00    3.9    7.7   11.6    9.5    0.00    0.00    0.00
 2008 252    20    17      9    0.09    0.00    0.06    0.02    0.00    0.00    3.8    7.7   15.3   11.5    0.00    0.00    0.00
 2008 253    21    18     10    0.11    0.00    0.07    0.02    0.00    0.00    3.8    7.7   18.0   13.3    0.00    0.00    0.00
 2008 254    22    19     10    0.10    0.00    0.06    0.02    0.01    0.00    3.8    7.6   18.1   14.2    0.00    0.00    0.00
 2008 255    23    20     11    0.08    0.00    0.05    0.02    0.01    0.00    3.8    7.6   17.1   15.6    0.00    0.00    0.00
 2008 256    24    21     11    0.08    0.00    0.05    0.02    0.00    0.00    3.8    7.6   12.7    9.7    0.00    0.00    0.00
 2008 257    25    22     12    0.12    0.00    0.08    0.02    0.00    0.00    3.8    7.6   14.9    9.8    0.00    0.00    0.00
 2008 258    26    23     13    0.11    0.00    0.07    0.02    0.00    0.00    3.8    7.6   14.1    9.1    0.00    0.00    0.00
 2008 259    27    24     13    0.04    0.00    0.03    0.01    0.00    0.00    3.8    7.6   11.9    8.1    0.00    0.00    0.00
 2008 260    28    25     14    0.10    0.00    0.07    0.02    0.00    0.00    3.7    7.6   14.1   10.4    0.00    0.00    0.00
 2008 261    29    26     14    0.15    0.00    0.10    0.03    0.01    0.00    3.7    7.6   16.2   12.1    0.00    0.00    0.00
 2008 262    30    27     16    0.18    0.00    0.12    0.03    0.01    0.00    3.7    7.6   17.9   13.4    0.00    0.00    0.00
 2008 263    31    28     17    0.21    0.00    0.14    0.04    0.01    0.00    3.7    7.5   20.2   15.0    0.00    0.00    0.00
 2008 264    32    29     18    0.15    0.00    0.09    0.03    0.01    0.00    3.7    7.5   18.2   14.1    0.00    0.00    0.00
 2008 265    33    30     18    0.10    0.00    0.06    0.02    0.00    0.00    3.7    7.5   14.9   11.0    0.00    0.00    0.00
 2008 266    34    31     20    0.21    0.00    0.14    0.04    0.01    0.00    3.7    7.5   18.6   15.8    0.00    0.00    0.00
 2008 267    35    32     21    0.20    0.00    0.13    0.04    0.01    0.00    3.6    7.5   17.8   13.2    0.00    0.00    0.00
 2008 268    36    33     22    0.18    0.00    0.12    0.03    0.01    0.00    3.6    7.4   17.3   13.3    0.00    0.00    0.00
 2008 269    37    34     24    0.24    0.00    0.14    0.05    0.01    0.00    3.6    7.4   19.4   15.2    0.00    0.00    0.00
 2008 270    38    35     26    0.33    0.00    0.20    0.07    0.02    0.00    3.6    7.4   21.5   16.9    0.00    0.00    0.00
 2008 271    39    36     28    0.37    0.00    0.23    0.08    0.02    0.00    3.6    7.3   21.7   17.2    0.00    0.00    0.00
 2008 272    40    37     29    0.19    0.00    0.11    0.04    0.02    0.00    3.6    7.3   22.2   18.0    0.00    0.00    0.00
 2008 273    41    38     30    0.16    0.00    0.10    0.04    0.01    0.00    3.6    7.2   16.7   15.6    0.00    0.00    0.00
 2008 274    42    39     32    0.37    0.00    0.23    0.08    0.03    0.00    3.6    7.2   21.2   18.9    0.00    0.00    0.00
 2008 275    43    40     34    0.30    0.00    0.18    0.06    0.02    0.00    3.6    7.2   21.1   18.7    0.00    0.00    0.00
 2008 276    44    41     37    0.50    0.00    0.31    0.12    0.02    0.00    3.6    7.2   17.8   15.2    0.00    0.00    0.00
 2008 277    45    42     41    0.67    0.00    0.42    0.14    0.04    0.00    3.6    7.2   22.1   16.9    0.00    0.00    0.00
 2008 278    46    43     43    0.42    0.00    0.26    0.09    0.02    0.00    3.6    7.2   17.8   15.7    0.00    0.00    0.00
 2008 279    47    44     47    0.60    0.00    0.38    0.13    0.02    0.00    3.6    7.2   17.1   12.5    0.00    0.00    0.00
 2008 280    48    45     52    0.80    0.00    0.51    0.17    0.04    0.00    3.6    7.3   21.1   14.4    0.00    0.00    0.00
 2008 281    49    46     56    0.70    0.00    0.45    0.15    0.03    0.00    3.6    7.3   17.5   13.1    0.00    0.00    0.00
 2008 282    50    47     60    0.53    0.00    0.34    0.11    0.02    0.00    3.6    7.4   15.0    9.9    0.00    0.00    0.00
 2008 283    51    48     65    0.89    0.00    0.57    0.18    0.04    0.00    3.6    7.4   19.9   14.5    0.00    0.00    0.00
 2008 284    52    49     72    1.04    0.00    0.65    0.22    0.06    0.00    3.6    7.4   22.8   17.5    0.00    0.00    0.00
 2008 285    53    50     79    1.25    0.01    0.77    0.26    0.10    0.00    3.6    7.3   26.0   21.2    0.00    0.00    0.00
 2008 286    54    51     83    0.65    0.01    0.39    0.14    0.06    0.00    3.5    7.3   22.0   19.9    0.00    0.00    0.00
 2008 287    55    52     87    0.74    0.01    0.45    0.15    0.07    0.00    3.5    7.2   21.1   19.7    0.00    0.00    0.00
 2008 288    56    53     91    0.73    0.00    0.45    0.15    0.06    0.00    3.5    7.2   20.2   18.7    0.00    0.00    0.00
 2008 289    57    54     95    0.66    0.00    0.41    0.14    0.05    0.00    3.5    7.2   17.2   16.4    0.00    0.00    0.00
 2008 290    58    55    103    1.46    0.00    0.91    0.31    0.07    0.00    3.5    7.2   18.8   15.9    0.00    0.00    0.00
 2008 291    59    56    112    1.45    0.00    0.92    0.31    0.07    0.00    3.5    7.2   18.2   14.7    0.00    0.00    0.00
 2008 292    60    57    124    1.83    0.00    1.16    0.38    0.08    0.00    3.5    7.3   19.0   15.0    0.00    0.00    0.00
 2008 293    61    58    138    2.34    0.01    1.48    0.47    0.13    0.00    3.5    7.3   21.5   16.9    0.00    0.00    0.00
 2008 294    62    59    156    2.84    0.01    1.77    0.55    0.22    0.00    3.5    7.3   26.7   21.2    0.00    0.00    0.00
 2008 295    63    60    171    2.59    0.01    1.59    0.48    0.24    0.00    3.5    7.3   27.7   23.1    0.00    0.00    0.00
 2008 296    64    61    182    1.94    0.01    1.19    0.41    0.13    0.00    3.5    7.3   20.0   17.3    0.00    0.00    0.00
 2008 297    65    62    200    2.98    0.01    1.83    0.64    0.18    0.00    3.5    7.2   21.7   17.4    0.00    0.00    0.00
 2008 298    66    63    212    2.10    0.01    1.26    0.44    0.18    0.00    3.5    7.2   22.9   19.6    0.00    0.00    0.00
 2008 299    67    64    222    1.70    0.01    1.02    0.36    0.14    0.00    3.5    7.1   18.5   18.1    0.00    0.00    0.00
 2008 300    68    65    239    2.87    0.01    1.76    0.62    0.18    0.00    3.5    7.1   20.7   17.4    0.00    0.00    0.00
 2008 301    69    66    267    4.64    0.01    2.87    1.02    0.23    0.00    3.5    7.2   20.6   16.3    0.00    0.00    0.00
 2008 302    70    67    302    5.76    0.02    3.53    1.25    0.34    0.00    3.5    7.2   23.0   18.3    0.00    0.00    0.00
 2008 303    71    68    335    5.60    0.02    3.41    1.20    0.37    0.00    3.5    7.2   23.3   19.2    0.00    0.00    0.00
 2008 304    72    69    375    6.63    0.02    4.10    1.44    0.34    0.00    3.6    7.2   21.0   16.6    0.00    0.00    0.00
 2008 305    73    70    419    7.12    0.02    4.41    1.55    0.36    0.00    3.6    7.2   21.6   16.2    0.00    0.00    0.00
 2008 306    74    71    440    3.74    0.02    2.27    0.80    0.28    0.00    3.6    7.2   20.6   17.6    0.00    0.00    0.00
 2008 307    75    72    501   10.05    0.03    6.14    2.16    0.65    0.00    3.6    7.2   23.5   19.8    0.00    0.00    0.00
 2008 308    76    73    565   10.87    0.04    6.59    2.31    0.78    0.00    3.6    7.2   24.8   20.9    0.00    0.00    0.00
 2008 309    77    74    641   12.80    0.04    7.71    2.71    0.97    0.03    3.6    7.3   26.6   21.5    0.00    0.00    0.00
 2008 310    78    75    723   14.15    0.05    8.38    2.96    1.20    0.08    3.7    7.5   28.4   22.7    0.00    0.00    0.00
 2008 311    79    76    808   14.63    0.07    8.52    3.02    1.37    0.15    3.8    7.9   28.0   24.0    0.00    0.00    0.00
 2008 312    80    77    900   15.99    0.07    9.37    3.33    1.30    0.22    3.9    8.3   26.3   22.0    0.00    0.00    0.00
 2008 313    81    78   1007   18.78    0.09   10.76    3.85    1.76    0.33    4.1    8.8   29.0   24.0    0.00    0.00    0.00
 2008 314    82    79   1120   20.36    0.11   11.48    4.14    2.04    0.44    4.3    9.4   28.6   25.0    0.00    0.00    0.00
 2008 315    83    80   1234   19.98    0.11   11.40    4.22    1.54    0.51    4.5   10.0   25.2   21.0    0.00    0.00    0.00
 2008 316    84    81   1356   21.40    0.13   12.15    4.50    1.70    0.63    4.7   10.6   24.5   21.3    0.00    0.00    0.00
