*PLANT C OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 23, 2016; 20:22:29

*RUN   1        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0398 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS   DAP   TWAD    PHAD    CMAD    CGRD    GRAD    MRAD    CHAD   CL%D   CS%D   TGNN   TGAV    GN%D    GL%D    GC%D
 2006 297    65    62    360    6.72    0.03    3.94    1.45    0.69    0.00    3.6    7.2   30.6   25.2    0.00    0.00    0.00
 2006 298    66    63    402    7.39    0.03    4.30    1.58    0.81    0.00    3.5    7.2   31.6   26.1    0.00    0.00    0.00
 2006 299    67    64    444    6.95    0.02    4.30    1.57    0.37    0.00    3.6    7.2   20.5   16.7    0.00    0.00    0.00
 2006 300    68    65    466    3.81    0.02    2.34    0.86    0.24    0.00    3.6    7.2   19.3   15.2    0.00    0.00    0.00
 2006 301    69    66    523    9.62    0.03    5.83    2.13    0.71    0.00    3.6    7.2   26.1   20.8    0.00    0.00    0.00
 2006 302    70    67    548    4.31    0.03    2.59    0.96    0.36    0.00    3.5    7.1   19.9   18.4    0.00    0.00    0.00
 2006 303    71    68    592    7.68    0.04    4.60    1.70    0.65    0.00    3.5    7.1   23.8   21.3    0.00    0.00    0.00
 2006 304    72    69    634    7.17    0.04    4.32    1.59    0.59    0.00    3.5    7.0   22.5   20.2    0.00    0.00    0.00
 2006 305    73    70    714   13.51    0.04    8.21    3.00    0.91    0.05    3.6    7.2   23.2   20.1    0.00    0.00    0.00
 2006 306    74    71    809   15.65    0.05    9.49    3.55    0.95    0.11    3.7    7.5   23.7   18.6    0.00    0.00    0.00
 2006 307    75    72    865    9.53    0.05    5.70    2.13    0.68    0.09    3.7    7.7   22.3   18.2    0.00    0.00    0.00
 2006 308    76    73    951   14.46    0.05    8.76    3.25    0.77    0.19    3.9    8.1   21.1   16.4    0.00    0.00    0.00
 2006 309    77    74   1008   10.05    0.07    5.89    2.19    0.83    0.16    3.9    8.3   22.7   19.4    0.00    0.00    0.00
 2006 310    78    75   1119   19.13    0.08   11.18    4.17    1.39    0.38    4.1    8.9   24.3   20.5    0.00    0.00    0.00
 2006 311    79    76   1215   16.08    0.06    9.53    3.60    0.79    0.36    4.3    9.3   18.0   15.4    0.00    0.00    0.00
 2006 312    80    77   1303   14.79    0.05    8.75    3.41    0.61    0.36    4.4    9.8   17.3   12.8    0.00    0.00    0.00
 2006 313    81    78   1412   18.17    0.07   10.68    4.12    0.88    0.48    4.6   10.2   20.3   14.4    0.00    0.00    0.00
 2006 314    82    79   1542   22.08    0.11   12.93    4.92    1.34    0.64    4.8   10.7   23.2   17.2    0.00    0.00    0.00
 2006 315    83    80   1676   23.01    0.13   13.25    5.16    1.46    0.73    5.0   11.3   22.3   17.9    0.00    0.00    0.00
 2006 316    84    81   1823   25.32    0.16   14.46    5.61    1.72    0.88    5.2   11.8   23.5   18.6    0.00    0.00    0.00
 2006 317    85    82   1981   28.00    0.22   15.92    5.86    2.49    1.07    5.4   12.3   27.7   21.7    0.00    0.00    0.00
 2006 318    86    83   2140   29.06    0.27   15.89    6.10    2.91    1.20    5.6   12.8   28.7   23.1    0.00    0.00    0.00
 2006 319    87    84   2284   27.28    0.33   15.36    5.23    3.22    1.28    5.8   13.3   29.8   24.8    0.00    0.00    0.00
 2006 320    88    85   2342   11.68    0.22    5.64    2.73    1.12    0.47    5.8   13.4   18.4   17.0    0.00    0.00    0.00
 2006 321    89    86   2405   13.06    0.23    6.69    2.72    1.22    0.57    5.8   13.6   19.4   17.3    0.00    0.00    0.00
 2006 322    90    87   2492   16.78    0.25    9.54    3.27    1.44    0.87    6.0   13.9   20.8   17.6    0.00    0.00    0.00
 2006 323    91    88   2671   28.00    0.26   17.79    4.99    1.91    1.74    6.2   14.5   21.1   17.6    0.00    0.00    0.00
 2006 324    92    89   2862   29.84    0.28   18.72    5.47    2.03    1.92    6.5   15.2   22.8   17.0    0.00    0.00    0.00
 2006 325    93    90   3064   32.14    0.00   17.78    4.64    2.84    4.10    7.3   17.2   25.2   20.3    0.00    0.00    0.00
 2006 326    94    91   3291   34.22    0.00   14.12    3.13    3.48   10.48    9.2   22.5   27.1   22.0    0.00    0.00    0.00
 2006 327    95    92   3488   32.43    0.00   16.67    4.09    3.92    4.99   10.0   24.5   28.8   23.5    0.00    0.00    0.00
 2006 328    96    93   3607   22.75    0.60   13.16    3.33    3.45    1.53   10.0   24.5   28.3   23.8    0.00    0.00    0.00
 2006 329    97    94   3806   34.25    0.00   18.38    4.86    4.30    3.69   10.5   25.5   28.3   24.0    0.00    0.00    0.00
 2006 330    98    95   3897   18.47    0.92   10.84    3.24    2.58    1.02   10.5   25.3   22.7   20.8    0.00    0.00    0.00
 2006 331    99    96   3974   16.23    0.87    9.61    2.83    2.36    0.79   10.4   25.1   23.0   19.9    0.00    0.00    0.00
 2006 332   100    97   4140   28.23    0.00   13.50    3.88    2.99    4.95   11.1   26.8   22.9   20.1    0.00    0.00    0.00
 2006 333   101    98   4315   31.16    0.00   15.87    4.67    3.69    3.74   11.6   27.8   25.4   21.7    0.00    0.00    0.00
 2006 334   102    99   4521   36.55    0.24   20.20    6.22    3.93    2.64   11.7   28.1   26.0   21.1    0.00    0.00    0.00
 2006 335   103   100   4723   37.27    0.59   20.24    6.12    5.02    2.65   11.8   28.3   29.6   23.6    0.00    0.00    0.00
 2006 336   104   101   4796   18.41    0.69    9.77    3.13    3.32    0.52   11.9   28.2   24.1   22.1    0.00    0.00    0.00
 2006 337   105   102   4922   27.66    1.46   14.97    5.11    4.27    1.41   11.8   27.9   26.8   23.2    0.00    0.00    0.00
 2006 338   106   103   5132   37.37    1.14   21.36    6.93    3.80    2.65   11.8   27.9   25.3   19.5    0.00    0.00    0.00
 2006 339   107   104   5272   29.43    1.42   16.15    5.52    3.99    1.64   11.8   27.8   25.6   21.4    0.00    0.00    0.00
 2006 340   108   105   5433   37.64    1.54   20.03    7.20    4.72    2.49   11.8   27.7   26.3   22.0    0.00    0.00    0.00
 2006 341   109   106   5596   36.21    1.40   19.22    7.18    4.02    2.35   11.8   27.6   24.9   19.9    6.18   19.41   33.48
 2006 342   110   107   5750   37.55    1.57   19.72    7.45    4.48    2.37   11.8   27.5   25.7   20.8    6.18   19.71   33.15
 2006 343   111   108   5913   37.01    1.72   19.19    7.32    4.98    2.25   11.8   27.4   27.6   21.8    6.20   19.99   32.76
 2006 344   112   109   6069   37.15    1.89   19.09    7.24    5.58    2.20   11.8   27.3   29.0   23.1    6.24   20.17   32.36
 2006 345   113   110   6212   37.54    2.04   18.98    7.29    6.11    2.22   11.7   27.1   29.9   24.1    6.28   20.27   31.99
 2006 346   114   111   6333   37.80    2.28   18.88    7.21    7.03    2.06   11.7   26.9   31.0   26.0    6.35   20.34   31.45
 2006 347   115   112   6361   18.30    1.64   10.01    3.48    4.31    0.15   11.6   26.6   24.3   22.8    6.33   20.37   31.57
 2006 348   116   113   6393   27.97    2.33   13.51    6.00    6.07    0.28   11.4   26.1   29.8   25.4    6.37   20.40   31.29
 2006 349   117   114   6499   36.92    2.13   18.97    7.68    5.70    1.61   11.3   25.9   27.8   23.0    6.35   20.42   31.40
 2006 350   118   115   6585   36.02    2.40   16.86    7.38    7.63    1.49   11.2   25.6   32.6   27.0    6.41   20.43   31.00
 2006 351   119   116   6619   22.50    2.20   11.86    4.98    4.74    0.00   11.1   25.1   25.6   22.8    6.38   20.44   31.18
 2006 352   120   117   6605   17.22    2.13    9.31    3.72    4.23    0.00   10.9   24.6   25.0   22.2    6.35   20.42   31.37
 2006 353   121   118   6598   21.91    2.14   11.08    5.08    4.65    0.00   10.7   24.1   25.4   22.7    6.34   20.42   31.47
 2006 354   122   119   6638   23.34    1.95   11.94    5.43    4.13    0.00   10.6   23.7   23.5   21.0    6.31   20.34   31.70
 2006 355   123   120   6750   35.84    1.88   17.84    8.32    4.73    0.84   10.5   23.4   25.8   20.3    6.29   20.25   31.92
 2006 356   124   121   6843   35.87    2.09   17.56    8.09    5.83    0.71   10.4   23.0   28.4   22.9    6.29   20.28   31.91
 2006 357   125   122   6877   29.57    2.32   14.38    6.67    6.52    0.00   10.2   22.5   29.5   25.5    6.32   20.30   31.71
 2006 358   126   123   6887   21.04    2.08   10.80    4.72    4.73    0.00   10.0   21.9   25.2   22.7    6.31   20.32   31.74
 2006 359   127   124   6929   28.50    2.01   14.02    6.80    5.02    0.00    9.8   21.4   25.1   22.3    6.30   20.32   31.78
 2006 360   128   125   7007   35.21    1.85   17.70    8.38    4.84    0.49    9.7   21.1   25.0   20.6    6.29   20.27   31.92
 2006 361   129   126   7093   35.40    1.95   17.08    8.42    5.78    0.44    9.6   20.7   28.3   22.4    6.29   20.28   31.94
 2006 362   130   127   7169   34.49    2.10   16.43    8.22    6.78    0.05    9.4   20.2   29.6   24.9    6.30   20.30   31.82
 2006 363   131   128   7233   34.34    2.07   15.87    8.05    7.41    0.12    9.2   19.6   32.0   25.8    6.32   20.32   31.67
 2006 364   132   129   7287   31.66    2.17   14.56    7.36    7.91    0.00    9.0   19.1   31.5   27.5    6.35   20.34   31.46
 2006 365   133   130   7347   32.90    2.07   15.01    7.84    7.59    0.00    8.8   18.5   31.0   26.6    6.37   20.35   31.31
 2007 001   134   131   7391   33.44    2.15   14.62    7.54    9.26    0.00    8.6   17.9   33.2   29.6    6.41   20.36   31.07
 2007 002   135   132   7453   32.62    2.01   14.24    7.57    8.66    0.00    8.4   17.3   33.3   28.4    6.44   20.37   30.89
 2007 003   136   133   7501   29.57    1.96   13.10    6.99    7.91    0.00    8.2   16.8   31.5   27.5    6.46   20.38   30.76
 2007 004   137   134   7546   29.46    1.89   13.22    7.12    7.68    0.00    8.0   16.2   30.7   27.1    6.47   20.39   30.67
 2007 005   138   135   7580   29.45    1.76   13.52    7.49    6.52    0.00    7.8   15.7   27.6   24.8    6.47   20.40   30.67
 2007 006   139   136   7660   31.23    1.54   14.79    8.33    5.37    0.00    7.6   15.2   25.8   21.7    6.45   20.39   30.81
 2007 007   140   137   7726   28.80    1.48   13.65    7.74    5.12    0.00    7.4   14.7   25.4   21.4    6.43   20.37   30.94
 2007 008   141   138   7792   30.01    1.50   13.86    7.95    5.85    0.00    7.3   14.2   27.2   22.8    6.42   20.37   31.01
 2007 009   142   139   7854   30.26    1.50   13.38    7.80    6.88    0.00    7.1   13.8   30.0   24.8    6.42   20.38   30.99
 2007 010   143   140   7874   19.78    1.31    9.15    4.52    5.94    0.05    6.9   13.3   28.8   24.6    6.43   20.37   30.95
 2007 011   144   141   7926   26.96    1.09   11.69    6.57    6.79    0.11    6.8   13.0   29.5   25.6    6.45   20.34   30.84
 2007 012   145   142   7992   27.74    1.06   12.17    6.94    6.44    0.10    6.7   12.7   28.6   24.9    6.47   20.31   30.76
 2007 013   146   143   8060   28.17    0.96   12.13    7.22    6.55    0.12    6.6   12.4   29.9   24.9    6.48   20.28   30.69
 2007 014   147   144   8139   25.07    0.78   12.06    7.35    3.61    0.10    6.5   12.2   22.0   18.2    6.49   20.16   30.80
 2007 015   148   145   8222   26.92    0.72   12.40    7.67    4.25    0.12    6.5   11.9   25.4   19.4    6.49   20.08   30.86
 2007 016   149   146   8294   23.92    0.75   11.16    6.73    3.90    0.11    6.4   11.7   23.6   19.2    6.49   20.01   30.92
 2007 017   150   147   8333   16.98    0.97    7.86    4.10    4.37    0.06    6.2   11.4   26.9   21.5    6.49   20.00   30.94
 2007 018   151   148   8405   25.17    0.84   10.75    6.56    5.68    0.11    6.1   11.1   28.6   23.9    6.50   19.99   30.89
 2007 019   152   149   8458   20.51    0.98    9.03    5.14    5.18    0.06    6.0   10.7   27.4   23.5    6.50   19.99   30.88
 2007 020   153   150   8514   18.28    0.76    8.51    4.97    3.51    0.08    5.9   10.5   22.7   19.2    6.50   19.95   30.92
 2007 021   154   151   8587   22.01    0.59    9.98    6.33    3.54    0.12    5.8   10.3   23.4   18.6    6.51   19.88   30.96
 2007 022   155   152   8683   22.38    0.00    9.26    3.30    4.04    2.59    6.2   11.5   25.0   20.1    6.42   20.03   31.37
 2007 023   156   153   8469   20.57    0.42    8.95    3.12    5.92    0.25    6.2   10.9   30.8   25.3    6.34   20.20   31.67
 2007 024   157   154   8246    9.52    1.13    3.77    1.28    5.27    0.00    5.9   10.0   29.8   26.7    6.34   20.22   31.67
 2007 025   158   155   8083   11.42    0.94    4.42    1.58    5.23    0.00    5.6    9.2   30.5   26.6    6.32   20.27   31.75
 2007 026   159   156   7959   10.12    0.79    3.96    1.30    4.45    0.00    5.3    8.5   28.5   25.0    6.30   20.31   31.81
 2007 027   160   157   7847    7.95    0.69    2.92    1.05    4.16    0.00    5.0    7.9   27.8   25.0    6.30   20.31   31.80
 2007 028   161   158   7755    6.27    0.57    2.35    0.84    3.38    0.00    4.8    7.3   26.0   22.8    6.30   20.32   31.80
 2007 029   162   159   7683    5.49    0.48    2.12    0.76    2.83    0.00    4.6    6.8   25.4   20.7    6.30   20.31   31.81
 2007 030   163   160   7618    4.23    0.45    1.28    0.37    3.08    0.00    4.4    6.4   26.4   22.4    6.30   20.31   31.81
 2007 031   164   161   7560    3.04    0.40    0.37    0.10    2.99    0.00    4.1    6.0   27.1   22.4    6.30   20.31   31.81
 2007 032   165   162   7509    2.58    0.38    0.00    0.00    3.32    0.00    3.9    5.7   29.7   23.8    6.30   20.31   31.81
 2007 033   166   163   7466    2.04    0.35    0.00    0.00    3.42    0.00    3.7    5.4   30.8   24.4    6.30   20.31   31.81
 2007 034   167   164   7429    1.63    0.34    0.00    0.00    3.78    0.00    3.5    5.1   31.8   26.3    6.30   20.31   31.81

*DSSAT Cropping System Model Ver. 4.0.2.000               Aug 23, 2016; 20:22:29

*RUN   9        : UYSB                    
 MODEL          : CRGRO040 - Soybean         
 EXPERIMENT     : UYSB0398 SB    late to create DSS                             
 TREATMENT  1   : UYSB                    

@YEAR DOY   DAS   DAP   TWAD    PHAD    CMAD    CGRD    GRAD    MRAD    CHAD   CL%D   CS%D   TGNN   TGAV    GN%D    GL%D    GC%D
 2007 235     3     0      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   16.9   13.1    0.00    0.00    0.00
 2007 236     4     1      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   12.8   11.0    0.00    0.00    0.00
 2007 237     5     2      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   12.4   11.2    0.00    0.00    0.00
 2007 238     6     3      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   11.9   10.0    0.00    0.00    0.00
 2007 239     7     4      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   11.6    9.1    0.00    0.00    0.00
 2007 240     8     5      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   16.3   11.1    0.00    0.00    0.00
 2007 241     9     6      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   14.1   10.9    0.00    0.00    0.00
 2007 242    10     7      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   14.2   11.0    0.00    0.00    0.00
 2007 243    11     8      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   16.4   13.7    0.00    0.00    0.00
 2007 244    12     9      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   15.0   13.1    0.00    0.00    0.00
 2007 245    13    10      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   18.1   15.7    0.00    0.00    0.00
 2007 246    14    11      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   20.9   17.7    0.00    0.00    0.00
 2007 247    15    12      0    0.00    0.00    0.00    0.00    0.00    0.00    0.0    0.0   28.8   24.1    0.00    0.00    0.00
 2007 248    16    13      7    0.00    0.00    0.00    0.00    0.00    0.00    3.9    7.9   20.4   19.3    0.00    0.00    0.00
 2007 249    17    14      8    0.12    0.00    0.07    0.02    0.01    0.00    3.9    7.8   25.2   21.1    0.00    0.00    0.00
 2007 250    18    15      9    0.15    0.00    0.09    0.03    0.01    0.00    3.8    7.7   27.8   23.2    0.00    0.00    0.00
 2007 251    19    16     10    0.18    0.00    0.11    0.04    0.02    0.00    3.8    7.6   28.4   24.0    0.00    0.00    0.00
 2007 252    20    17     11    0.20    0.00    0.12    0.04    0.02    0.00    3.7    7.5   29.6   25.4    0.00    0.00    0.00
 2007 253    21    18     12    0.22    0.00    0.14    0.04    0.02    0.00    3.7    7.4   28.7   24.9    0.00    0.00    0.00
 2007 254    22    19     13    0.10    0.00    0.06    0.02    0.01    0.00    3.6    7.4   22.0   20.5    0.00    0.00    0.00
 2007 255    23    20     13    0.11    0.00    0.07    0.02    0.01    0.00    3.6    7.3   22.4   20.0    0.00    0.00    0.00
 2007 256    24    21     14    0.10    0.00    0.06    0.02    0.01    0.00    3.6    7.3   18.7   17.6    0.00    0.00    0.00
 2007 257    25    22     15    0.13    0.00    0.08    0.03    0.01    0.00    3.6    7.2   19.9   17.9    0.00    0.00    0.00
 2007 258    26    23     16    0.23    0.00    0.14    0.05    0.02    0.00    3.6    7.2   22.2   18.8    0.00    0.00    0.00
 2007 259    27    24     16    0.12    0.00    0.07    0.03    0.01    0.00    3.6    7.1   17.2   15.7    0.00    0.00    0.00
 2007 260    28    25     17    0.12    0.00    0.07    0.03    0.01    0.00    3.6    7.1   15.8   14.5    0.00    0.00    0.00
 2007 261    29    26     18    0.15    0.00    0.09    0.04    0.01    0.00    3.6    7.1   18.0   16.2    0.00    0.00    0.00
 2007 262    30    27     20    0.35    0.00    0.22    0.08    0.01    0.00    3.6    7.1   17.2   13.6    0.00    0.00    0.00
 2007 263    31    28     22    0.25    0.00    0.16    0.06    0.01    0.00    3.6    7.2   15.9   12.8    0.00    0.00    0.00
 2007 264    32    29     22    0.12    0.00    0.07    0.03    0.01    0.00    3.6    7.1   13.4   11.8    0.00    0.00    0.00
 2007 265    33    30     23    0.14    0.00    0.09    0.04    0.01    0.00    3.6    7.1   14.1   12.9    0.00    0.00    0.00
 2007 266    34    31     24    0.16    0.00    0.09    0.04    0.01    0.00    3.6    7.1   13.7   10.8    0.00    0.00    0.00
 2007 267    35    32     26    0.29    0.00    0.18    0.07    0.01    0.00    3.6    7.2   12.4    9.6    0.00    0.00    0.00
 2007 268    36    33     28    0.31    0.00    0.20    0.07    0.01    0.00    3.6    7.2   13.7    8.7    0.00    0.00    0.00
 2007 269    37    34     30    0.35    0.00    0.22    0.08    0.01    0.00    3.6    7.3   16.3   11.6    0.00    0.00    0.00
 2007 270    38    35     33    0.57    0.00    0.36    0.13    0.03    0.00    3.6    7.3   20.0   15.8    0.00    0.00    0.00
 2007 271    39    36     37    0.54    0.00    0.34    0.12    0.03    0.00    3.6    7.3   21.3   15.6    0.00    0.00    0.00
 2007 272    40    37     41    0.62    0.00    0.39    0.13    0.03    0.00    3.6    7.4   22.3   16.4    0.00    0.00    0.00
 2007 273    41    38     45    0.73    0.00    0.46    0.15    0.04    0.00    3.6    7.4   23.4   18.0    0.00    0.00    0.00
 2007 274    42    39     47    0.39    0.00    0.24    0.08    0.03    0.00    3.6    7.3   20.0   16.1    0.00    0.00    0.00
 2007 275    43    40     50    0.38    0.00    0.23    0.09    0.03    0.00    3.6    7.3   18.3   16.3    0.00    0.00    0.00
 2007 276    44    41     53    0.56    0.00    0.33    0.12    0.05    0.00    3.6    7.3   23.8   20.2    0.00    0.00    0.00
 2007 277    45    42     60    1.21    0.00    0.74    0.25    0.10    0.00    3.5    7.3   26.6   23.2    0.00    0.00    0.00
 2007 278    46    43     64    0.72    0.00    0.44    0.15    0.07    0.00    3.5    7.2   23.8   22.1    0.00    0.00    0.00
 2007 279    47    44     68    0.66    0.00    0.41    0.14    0.05    0.00    3.5    7.2   20.3   17.6    0.00    0.00    0.00
 2007 280    48    45     76    1.42    0.00    0.90    0.30    0.06    0.00    3.5    7.3   18.3   15.1    0.00    0.00    0.00
 2007 281    49    46     80    0.64    0.00    0.39    0.14    0.03    0.00    3.5    7.3   16.9   14.0    0.00    0.00    0.00
 2007 282    50    47     88    1.29    0.01    0.79    0.25    0.10    0.00    3.5    7.3   24.5   20.8    0.00    0.00    0.00
 2007 283    51    48     94    0.96    0.00    0.59    0.20    0.06    0.00    3.5    7.2   19.4   17.3    0.00    0.00    0.00
 2007 284    52    49     98    0.70    0.00    0.43    0.15    0.04    0.00    3.5    7.2   15.2   14.0    0.00    0.00    0.00
 2007 285    53    50    104    1.13    0.00    0.71    0.23    0.06    0.00    3.5    7.2   17.5   15.8    0.00    0.00    0.00
 2007 286    54    51    112    1.23    0.00    0.78    0.25    0.06    0.00    3.5    7.3   16.6   14.2    0.00    0.00    0.00
 2007 287    55    52    126    2.30    0.00    1.43    0.48    0.10    0.00    3.5    7.3   19.1   15.5    0.00    0.00    0.00
 2007 288    56    53    133    1.16    0.01    0.71    0.24    0.08    0.00    3.5    7.3   18.3   16.5    0.00    0.00    0.00
 2007 289    57    54    146    2.23    0.01    1.37    0.47    0.12    0.00    3.5    7.3   19.6   16.5    0.00    0.00    0.00
 2007 290    58    55    168    3.54    0.01    2.18    0.75    0.19    0.00    3.5    7.3   22.5   17.6    0.00    0.00    0.00
 2007 291    59    56    193    4.22    0.01    2.59    0.89    0.24    0.00    3.6    7.3   23.6   18.5    0.00    0.00    0.00
 2007 292    60    57    222    4.75    0.01    2.91    1.00    0.29    0.00    3.6    7.3   24.0   19.0    0.00    0.00    0.00
 2007 293    61    58    236    2.38    0.01    1.44    0.50    0.18    0.00    3.6    7.3   20.6   18.5    0.00    0.00    0.00
 2007 294    62    59    265    4.94    0.01    3.04    1.06    0.27    0.00    3.6    7.3   21.5   17.8    0.00    0.00    0.00
 2007 295    63    60    301    5.87    0.02    3.61    1.26    0.33    0.00    3.6    7.3   22.9   17.8    0.00    0.00    0.00
 2007 296    64    61    345    7.33    0.02    4.48    1.57    0.46    0.00    3.6    7.3   23.2   19.7    0.00    0.00    0.00
 2007 297    65    62    396    8.45    0.02    5.17    1.82    0.49    0.02    3.6    7.5   23.3   18.7    0.00    0.00    0.00
 2007 298    66    63    453    9.73    0.03    5.80    2.04    0.75    0.06    3.7    7.7   27.0   22.0    0.00    0.00    0.00
 2007 299    67    64    517   10.89    0.04    6.34    2.23    0.99    0.12    3.9    8.2   28.5   24.2    0.00    0.00    0.00
 2007 300    68    65    568    8.79    0.04    5.17    1.86    0.65    0.13    4.0    8.6   23.3   20.5    0.00    0.00    0.00
 2007 301    69    66    606    6.30    0.03    4.02    1.25    0.35    0.12    4.1    8.9   17.3   15.6    0.00    0.00    0.00
 2007 302    70    67    635    5.32    0.05    2.77    1.16    0.44    0.10    4.2    9.1   19.8   18.6    0.00    0.00    0.00
 2007 303    71    68    681    8.09    0.05    4.56    1.66    0.60    0.20    4.3    9.5   21.4   19.4    0.00    0.00    0.00
 2007 304    72    69    734    9.03    0.06    5.10    1.83    0.69    0.25    4.5   10.0   22.2   19.8    0.00    0.00    0.00
 2007 305    73    70    808   12.59    0.05    7.21    2.64    0.67    0.40    4.7   10.7   19.4   16.8    0.00    0.00    0.00
 2007 306    74    71    886   13.56    0.06    7.68    2.84    0.76    0.46    5.0   11.4   21.7   16.9    0.00    0.00    0.00
 2007 307    75    72    987   17.47    0.09    9.75    3.60    1.16    0.65    5.3   12.2   24.1   19.4    0.00    0.00    0.00
 2007 308    76    73   1055   11.49    0.05    6.54    2.47    0.47    0.46    5.5   12.7   15.8   12.9    0.00    0.00    0.00
 2007 309    77    74   1144   15.25    0.07    8.63    3.27    0.72    0.65    5.7   13.3   20.4   14.0    0.00    0.00    0.00
 2007 310    78    75   1261   20.42    0.13   11.37    4.36    1.38    0.93    6.0   14.1   24.9   19.0    0.00    0.00    0.00
 2007 311    79    76   1385   21.99    0.19   12.07    4.54    1.90    1.06    6.3   14.7   27.2   22.1    0.00    0.00    0.00
 2007 312    80    77   1478   17.69    0.21    9.22    3.74    1.71    0.85    6.4   15.1   27.3   22.1    0.00    0.00    0.00
 2007 313    81    78   1544   13.58    0.24    6.85    2.88    1.48    0.63    6.5   15.4   24.9   22.1    0.00    0.00    0.00
 2007 314    82    79   1584    8.26    0.14    4.27    1.79    0.65    0.35    6.6   15.5   17.8   15.2    0.00    0.00    0.00
 2007 315    83    80   1669   14.83    0.10    8.11    3.26    0.66    0.81    6.7   15.9   15.9   12.7    0.00    0.00    0.00
 2007 316    84    81   1789   19.99    0.14   11.92    3.88    1.09    1.28    7.0   16.6   21.5   14.5    0.00    0.00    0.00
 2007 317    85    82   1892   17.93    0.25   10.35    3.49    1.48    1.11    7.2   17.1   23.8   18.8    0.00    0.00    0.00
 2007 318    86    83   2000   17.33    0.15   10.40    3.48    0.87    1.18    7.4   17.6   17.5   13.5    0.00    0.00    0.00
 2007 319    87    84   2093   15.25    0.12    8.78    3.23    0.70    1.03    7.6   18.0   16.7   11.4    0.00    0.00    0.00
 2007 320    88    85   2256   25.09    0.00   13.33    3.65    1.82    3.96    8.6   20.6   23.9   18.1    0.00    0.00    0.00
 2007 321    89    86   2372   19.57    0.00   10.67    2.83    2.01    2.35    9.1   21.8   24.4   20.9    0.00    0.00    0.00
 2007 322    90    87   2520   24.56    0.00   11.79    2.81    3.05    4.69   10.2   24.6   27.5   24.5    0.00    0.00    0.00
 2007 323    91    88   2679   25.87    0.00   11.34    2.76    3.10    6.26   11.6   28.1   27.4   23.9    0.00    0.00    0.00
 2007 324    92    89   2850   28.37    0.00   14.32    3.92    3.12    4.33   12.3   29.8   27.0   22.9    0.00    0.00    0.00
 2007 325    93    90   3028   27.75    0.00   10.68    2.89    2.74    8.63   14.0   33.9   24.7   21.1    0.00    0.00    0.00
 2007 326    94    91   3196   27.27    0.00   11.59    3.20    3.01    6.70   15.2   36.6   27.1   21.7    0.00    0.00    0.00
 2007 327    95    92   3249   11.84    0.84    6.92    2.34    1.51    0.37   15.1   36.3   19.7   17.7    0.00    0.00    0.00
 2007 328    96    93   3363   20.32    0.64   11.62    4.06    1.46    1.41   15.0   36.0   18.2   15.2    0.00    0.00    0.00
 2007 329    97    94   3520   24.82    0.00   11.57    3.47    1.90    5.15   15.7   37.6   22.3   15.8    0.00    0.00    0.00
 2007 330    98    95   3705   28.98    0.00   10.61    3.07    2.95    9.29   17.2   40.9   26.3   19.8    0.00    0.00    0.00
 2007 331    99    96   3863   27.09    0.00   12.84    3.77    3.13    4.54   17.7   42.0   26.1   21.0    0.00    0.00    0.00
 2007 332   100    97   4012   28.13    0.15   15.62    4.52    2.74    2.59   17.8   41.9   23.5   19.0    0.00    0.00    0.00
 2007 333   101    98   4173   28.54    1.59   16.88    4.94    3.14    2.55   17.7   41.3   25.5   20.1    6.18   19.55   33.35
 2007 334   102    99   4292   28.73    1.81   16.05    5.34    3.58    2.48   17.5   40.7   26.9   21.4    6.19   19.83   32.98
 2007 335   103   100   4420   30.28    1.92   17.40    5.40    3.88    2.60   17.3   40.1   27.5   21.9    6.21   20.09   32.61
 2007 336   104   101   4494   25.16    2.00   13.47    5.05    3.51    1.68   17.1   39.6   26.1   21.7    6.21   20.15   32.54
 2007 337   105   102   4613   28.66    2.15   15.06    5.69    4.30    1.97   16.9   39.0   29.0   23.2    6.25   20.29   32.15
 2007 338   106   103   4683   20.20    2.13   10.98    4.33    3.35    0.68   16.7   38.5   25.5   21.9    6.24   20.28   32.22
 2007 339   107   104   4763   24.33    1.91   12.53    5.44    3.04    1.15   16.6   38.1   23.5   19.7    6.22   20.05   32.55
 2007 340   108   105   4904   29.17    1.88   15.22    5.99    3.44    2.28   16.5   37.6   26.7   19.4    6.22   19.86   32.79
